,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,channel_name,channel_id,channel_description,message_id,from_id,via_bot_id,date,edit_date,text,forwards,fwd_from,replies,reply_to,media,views,id,cleaned_text,text_length,lang
14419,16742,16742,18767,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",8719,,,2021-04-06 23:14:17,2021-04-06 23:46:14,"Schwäbisch Gmünd

Unglaublich was heute wieder los war ....Mein Gott sind wir gefährlich für die Allgemeinheit

Webcam Marktplatz

USER

USER

Raus auf die Straße USER",2.0,,"MessageReplies(replies=0, replies_pts=290300, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5431567671935218613, access_hash=7673944402783286637, file_reference=b'\x02J\x85\xe3\xe2\x00\x00""\x0fa\x9fW\xb8D\x1b\xe8\xf77\xb3q\xfd\x08{\xed\xd6\x1e\xd4\xcd\xe3', date=datetime.datetime(2021, 4, 6, 16, 59, 42, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b""\x01(\x14h\x8c\xb6F\x14\x01\xea\x83\x14\xcf,\x93\x85\x08O\xfb\x82\xa4\xc3\x15\x1c\x9cQ\xca\xfc\xc0\xf4\xe6\x80\x1aa\x93<\xc6\x87\xf0Z)7\xbf\xf7\x89\xa2\x80$\xdc@\xf9\xb9\xa5\xcdG\x9a\\\xd0\x02\x15\xe7\x83\x8a(\xcd\x14\x01\x17\xdb\xe2\xff\x00\x9ft\xfc\xcd\x1fo\x87\xfex'\xe6h\xa2\x80\x13\xfbB/\xf9\xf7O\xcc\xd1E\x14\x01""), PhotoSize(type='m', w=156, h=320, size=14039), PhotoSize(type='x', w=389, h=800, size=62722), PhotoSize(type='y', w=623, h=1280, size=99382)], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",3656.0,Demotermine125028861087192021-04-06 23:46:14,Schwäbisch Gmünd Unglaublich was heute wieder los war .... Mein Gott sind wir gefährlich für die Allgemeinheit Webcam Marktplatz USER USER Raus auf die Straße USER,167,de
19859,23405,23405,26096,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",4419,,,2020-12-08 23:57:17,2020-12-08 23:58:29,"Roding Regenreim am Esper

USER

13122020

Bilder und Videos hochladen USER - Termine in Textform USER
Fahren oder Mitfahren USER - Übernachten? USER

USER - USER - USER",0.0,,"MessageReplies(replies=0, replies_pts=290300, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5368829229216673563, access_hash=2129100740254183460, file_reference=b'\x02J\x85\xe3\xe2\x00\x00\x11Ca\x9fW\xe1\xb0\xf3aM\x89\xa2\x99\x81\x0f\xa1+m\xb6\xb7ZP', date=datetime.datetime(2020, 12, 8, 7, 50, 35, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01\x1c(F\x82R\xdf,\x98\x14\x9fg\x906Y\x81\x18\xaa\xe9#\xf1\xf3\xed\x19\xeaOJ\x99\x04\xcf `\xc7\x18\xfc\xff\x00\n\xb5+\x19\xb8\\\x97\xca\xf7\x14\xc7\x8c\xf0\x07~\xf4\xe3\x1c\x9b\x81\xf3z\x7f\xb3R\x11\xf2\xe4\xe3>\x9cSr\xb8\xa3M\'r\x11\x10\x0b\xc9\xc9=8\xa2\xac""\x12\xc0\xed8\xf5\'4Vw\xb1n7\xd5\xa2\xb8\xb0\x8f\x80d\'\x1d\xb8\xa9\x85\xb8\x12\x02\x0bc\xd3\x8aDl\xf2@\'\xd6\x9e?\xae:R\xd0\xab\nF\xc0O_\xa8\x15\x17\x9c\xd9\xcf\xf0\xfa\x8e\xd5#\x121\x8e;R`l\xfaRl9H\xa73<d\xc6Y\xb1\xd7\x14T\xe0\xed^;\x1a*\x9e\xa4\xf2\xd8'), PhotoSize(type='m', w=320, h=225, size=34416), PhotoSize(type='x', w=800, h=562, size=174417), PhotoSize(type='y', w=1280, h=900, size=276230)], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",4546.0,Demotermine125028861044192020-12-08 23:58:29,Roding Regenreim am Esper USER 13122020 Bilder und Videos hochladen USER - Termine in Textform USER Fahren oder Mitfahren USER - Übernachten ? USER USER - USER - USER,169,de
7278,8749,8749,9996,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",19085,,,2021-09-24 04:12:09,2021-09-24 04:13:01,"🚗🚐🚙🚛🚜🚓Autokorso Bamberg Freitag 24.09.2021 um 17:45 Uhr Start Fuchsparkstadion

USER
24092021 #BY

Raus auf die Straßen USER",2.0,,"MessageReplies(replies=0, replies_pts=290293, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5359445941150660056, access_hash=-7535420205394890576, file_reference=b""\x02J\x85\xe3\xe2\x00\x00J\x8da\x9fWS\x1f\x88Q'@L\xd4!&\xd7\xb5\xd48\x96q\x89"", date=datetime.datetime(2021, 9, 23, 18, 55, 8, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01(\x1c\x1fP*1\xb3\xe6\xfd)\xf6w\xaf-\xca!\x18\xc99\xc7\xa6\rT\x1bB\xb6\xf2s\xed\x8a\x96\xc3o\xdb\xa3\xc0\xf5\xc1\xfc(\xb2\x1b6\x04\x81\x80 \x1a6\x13\xceA\xa0\x1d\xf8<\xd3\xc0\xc0\xa0L\xe6\xf1\x9e\xa4U\xab\x05eu\x93\xa8L\xf4\xfaS\xc5\xac\x8a\x001\xc7\x91\xea\xc3\xfc)\xa2\xd6\xe1I*Pg\xd1\x85\x0ck\xcc\xd1[\x88\x94\x00\xd7\x08O|\xb5?\xedP\x7f\xcfd\xff\x00\xbe\xab+\xecr\xff\x00v?\xfb\xea\x8f\xec\xfb\x86\xe4*\x11\xec\xd4\x034\x96P\\\xeeu#\xb75 \x92/\xef\n(\xa9\xb9n(C$x8a\xf9\xd3\x04\xc7\x1c\xb8\xfd(\xa2\x8b\x8dA\x1f'), PhotoSize(type='m', w=224, h=320, size=25156), PhotoSize(type='x', w=561, h=800, size=102640), PhotoSizeProgressive(type='y', w=898, h=1280, sizes=[13789, 39975, 65621, 92466, 148943])], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",1393.0,Demotermine1250288610190852021-09-24 04:13:01,🚗 🚐 🚙 🚛 🚜 🚓 Autokorso Bamberg Freitag 24.09.2021 um 17:45 Uhr Start Fuchsparkstadion USER 24092021 # BY Raus auf die Straßen USER,124,de
6390,7665,7665,8792,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",20374,,,2021-10-04 02:59:47,2021-10-04 02:59:10,"Das ist die gehirntote Jugend, die Enteignungen feiert und sich gleichzeitig für unkontrollierte Masseneinwanderung einsetzt. Ach ja: Bengalos fürs Klima dürfen natürlich auch nicht fehlen. Und Masken trägt man nur tagsüber. Es ist ein fucking Kult, ein Lifestyle, dagegen zu sein. Gehirne, R.I.P.

unblogd.cc

Raus auf die Straßen USER
👉 Übersicht / Overview 👈",21.0,,"MessageReplies(replies=7, replies_pts=290293, comments=True, recent_repliers=[PeerUser(user_id=1478423198), PeerUser(user_id=1466549647), PeerUser(user_id=1720152160)], channel_id=1390786296, max_id=122381, read_max_id=None)",,"MessageMediaDocument(document=Document(id=5373209232113930974, access_hash=-148177846915438859, file_reference=b'\x02J\x85\xe3\xe2\x00\x00O\x96a\x9fWGI\x86\xbe^\xce`M\x95`r\xa0#P\xc3\x1bl', date=datetime.datetime(2021, 9, 27, 13, 4, 26, tzinfo=datetime.timezone.utc), mime_type='video/mp4', size=13367382, dc_id=2, attributes=[DocumentAttributeVideo(duration=55, w=1280, h=720, round_message=False, supports_streaming=True), DocumentAttributeFilename(file_name='v01_AoQhL4O9NTf_.mp4')], thumbs=[PhotoStrippedSize(type='i', bytes=b'\x01\x16(\x98\\$P\xa2\xe4\x16\xf4\xa6\xb5\xe3\xe4\x04E\x1fST%rXJ\x08;\xbbR\xb9\xdd\x00a\xc9\x1dA\xa0\xab""Y\xe6i%\x02g\n\x17\xaa\x8eEOq*=\xc2\xbco\xc6\x06\x0e:U`\xeb\'\xcc;\xae\x18\x0f_Zj\xfc\xa0a\xcf\xa8\xcf\xaf\xa5\x00h=\xd3\x8d\xdb\x98m\xc1\xc6\x17\xad\x15\x9ag\x0e0\xf9\x19\xe0\x81E1hB\x87\x8d\xb4\xa1\xf1\x91E\x14\x08hm\xad\xf2\xf1K\xbb \x83\xeb\x9a(\xa6\x02\x9eNh\xa2\x8a@\x7f'), PhotoSize(type='m', w=320, h=180, size=15340)], video_thumbs=[]), ttl_seconds=None)",2111.0,Demotermine1250288610203742021-10-04 02:59:10,"Das ist die gehirntote Jugend , die Enteignungen feiert und sich gleichzeitig für unkontrollierte Masseneinwanderung einsetzt . Ach ja : Bengalos fürs Klima dürfen natürlich auch nicht fehlen . Und Masken trägt man nur tagsüber . Es ist ein fucking Kult , ein Lifestyle , dagegen zu sein . Gehirne , R.I.P. unblogd.cc Raus auf die Straßen USER 👉 Übersicht / Overview 👈",361,de
19023,22543,22543,25184,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",5474,,,2021-01-25 18:44:24,2021-01-25 18:45:00,"Rostock - Dierkow, Demo 27.01.21, 18:00 Uhr, Parkplatz Haltestelle Dierkower Allee

USER

27012021

Bilder und Videos hochladen USER - Termine in Textform USER
Fahren oder Mitfahren USER - Übernachten? USER

USER - USER - USER",2.0,,"MessageReplies(replies=0, replies_pts=290300, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5222372266057249430, access_hash=-6932965099341693876, file_reference=b'\x02J\x85\xe3\xe2\x00\x00\x15ba\x9fW\xd7\x8f\x15\x18\x8e\xf4\xda\x86\x0f\x83\xfa\xf2\x86\x89\xad\xcf\xd6', date=datetime.datetime(2021, 1, 25, 18, 9, 10, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b""\x01\x1b(\xa8\x01\x19 \xf7\xa9@\x90\xff\x00\x17\xe5P\xe7\x93\xcd9d\xf7\xa85\x1eY\xb9!\xceG\xbd)ga\xfe\xb0\x8cv\xc9\xa0m\xee)\xc0\xa7L\x0eh\x18\xd0@C\x96'#\x8a)\xcf\xb4Fx\x1c\n)\n\xe50I'\xb9\xa5\x00\x0c\x0c\x9c\xf7\xab)\x12s\xf2\xd3\xc4I\xfd\xda.\x16*\xc8\x1b\x03i5r\xd20\xd0n*\x0bd\xf2~\x94\xc6U\xc7Jrp\xb8\x1d2hLM\x13I\x106\xec\xdbS\x80{\x1fJ*7'i\x198#\xd6\x8a`\x7f""), PhotoSize(type='m', w=320, h=216, size=24965), PhotoSize(type='x', w=800, h=540, size=104230), PhotoSize(type='y', w=1280, h=864, size=174330)], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",5324.0,Demotermine125028861054742021-01-25 18:45:00,"Rostock - Dierkow , Demo 27.01.21 , 18:00 Uhr , Parkplatz Haltestelle Dierkower Allee USER 27012021 Bilder und Videos hochladen USER - Termine in Textform USER Fahren oder Mitfahren USER - Übernachten ? USER USER - USER - USER",226,de
18262,21623,21623,24183,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",23200,,,2021-10-25 09:13:49,2021-10-25 09:12:53,"Zweimal Bw-Dingo in #Bremerhaven beim #Fachmarktzentrum #Lunedeich
Aktuell

USER

Raus auf die Straßen USER
👉 Übersicht / Overview 👈",2.0,,"MessageReplies(replies=2, replies_pts=290292, comments=True, recent_repliers=[PeerUser(user_id=604488465)], channel_id=1390786296, max_id=128655, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5456354508021019378, access_hash=640402507007277916, file_reference=b'\x02J\x85\xe3\xe2\x00\x00Z\xa0a\x9fW+\x8f\xda\xec\xaf\xc5\xdb\xf2\xc9^m\xf3\xa0<9t\x83', date=datetime.datetime(2021, 10, 25, 9, 12, 8, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b""\x01\x1e(\x18\xfc\xf9\xe78\xe754R\xfc\xe0\x0c\x95\xfaUF\xdf\xe9\xcf\xa0\x15,\x128c\xf7c\x1e\xe2\x95\xc6_\xc5\x1f\x8dQ{\xb9\x17\x81\xf3{\xe2\x9b\xf6\x89\x83\x16Q\xd7\xaf\x14\xeeM\x8b\xe4{\xd1T\x85\xdc\x84\xe3h\xfc\xa8\xa7\xcc\x16\x10'\xcd\xc3\xf1\x8av\xcfG\xc5C\xb0Q\xb3\x9a\x82\x89H\xd82\\\x0f\xc2\x9b\xe6\xa0\xff\x00\x96\x9f\xa55\xa1\x1d)\xa6\x10y\xe2\x8b\x01:\x1d\xdfu\xc1\xfc(\xa8V\x01\xcf$}(\xa2\xc8\x0f""), PhotoSize(type='m', w=320, h=240, size=26987), PhotoSize(type='x', w=800, h=600, size=126429), PhotoSizeProgressive(type='y', w=1280, h=960, sizes=[14389, 39844, 60986, 98632, 168226])], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",1777.0,Demotermine1250288610232002021-10-25 09:12:53,Zweimal Bw-Dingo in # Bremerhaven beim # Fachmarktzentrum # Lunedeich Aktuell USER Raus auf die Straßen USER 👉 Übersicht / Overview 👈,132,de
22197,25757,25757,28820,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",1314,,,2020-06-05 00:51:00,2020-06-05 00:53:31,"Darmstadt

USER

USER - Bilder und Videos hochladen USER - Diskussion USER
Fahren oder Mitfahren USER",2.0,,,,"MessageMediaPhoto(photo=Photo(id=5389064190242696718, access_hash=-4766616791936858859, file_reference=b'\x02J\x85\xe3\xe2\x00\x00\x05""a\x9fW\xfe\x9e\x15\xae\xf3\xe88\xff\xf26-\xaf\xad\x12D~?', date=datetime.datetime(2020, 6, 4, 17, 37, 20, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01\x16(\xb8.\x0ey\x03\x14\xef>#\xc185\x12&\xfeF:TF7\x1f\xc48\xf6\xa6\x16,\xe5:\xee\x18\xf5\xcd(\x96>\x06ET\xfd\xe62\xc4\xf3\xdb\x14\xf5\x8d\xb0\xbb\x9c\x12=(\xb8X\xb2O\xce\xa0\x1e\r\x15\x0ev\x9e8\xa2\x8b\x8a\xc2\xb1T\xe7\x07\xf0\xa4\xdb\x93\x91\x8c{\x9a(\xa4;\xb1\xdbX\x0c\x0f\xe7L\xf2\xf0\xd9\xc0\xfc\xe8\xa2\x81\xdd\x8e\x01\x0f\xf0\x9f\xce\x8a(\xa0.\x7f'), PhotoSize(type='m', w=320, h=177, size=20558), PhotoSize(type='x', w=750, h=414, size=88610)], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",5531.0,Demotermine125028861013142020-06-05 00:53:31,Darmstadt USER USER - Bilder und Videos hochladen USER - Diskussion USER Fahren oder Mitfahren USER,101,de
9144,10968,10968,12474,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",16225,,,2021-08-29 13:33:34,2021-08-29 13:33:41,"29.08.2021 um 15 : 28 Uhr
Ecke Friedenstraße / Landsberger Allee
Gregor Kopka
via USER

Raus auf die Straßen USER",0.0,,"MessageReplies(replies=0, replies_pts=290293, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaDocument(document=Document(id=5285434372760015020, access_hash=1142760670760409811, file_reference=b'\x02J\x85\xe3\xe2\x00\x00?aa\x9fWo2\xa2fM\xf9\x96\x05\x00\xc6\ru\xc8\xf0_\x1cr', date=datetime.datetime(2021, 8, 29, 13, 32, 3, tzinfo=datetime.timezone.utc), mime_type='video/mp4', size=660859, dc_id=2, attributes=[DocumentAttributeVideo(duration=4, w=854, h=480, round_message=False, supports_streaming=True), DocumentAttributeFilename(file_name='video 15.mp4')], thumbs=[PhotoStrippedSize(type='i', bytes=b""\x01\x16(\xa1\x05\xc3\xc4\xfb\x91\x88>\xd5\xb3etg\x80\x97\xfb\xc0\xe35\xcf\x80\xc4\x80\x01\xc9\xa9\xd5\xe7\x83\x81\x95\x04v\xa0\r\xe7\x7f\x97\xaf\xe5Tn\xa7\xd8w\xf6\x1d\xaa\xb5\xa5\xdc\x80\xed\x90\x16O\xe5Iu1\x91O\xc9\x80G\xad0'\x12\x89H+\xd2\x8a\xcfYY8\x1c\x1a)\\\x07\xed\xdcr\xc4\x9a\x9d\x00\x0b\x901E\x14\xc0I\x1f\nI\xe8;T\xea\x84\xe3\x01UO\xe7E\x14\xc4U\xb8\x90(\x00(9\xfe\xf74QE ?""), PhotoSize(type='m', w=320, h=180, size=15637)], video_thumbs=[]), ttl_seconds=None)",1716.0,Demotermine1250288610162252021-08-29 13:33:41,29.08.2021 um 15 : 28 Uhr Ecke Friedenstraße / Landsberger Allee Gregor Kopka via USER Raus auf die Straßen USER,113,de
3345,3862,3862,4465,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",29219,,,2021-12-01 09:27:43,2021-12-01 09:27:50,"MEIN KÖRPER - MEINE ENTSCHEIDUNG ‼️

Dieser kriminelle nicht bestrafte Kanzler will uns sagen was wir zutun haben???

‼️NICHT MIT MIR ‼️

DEUTSCHLAND STEH ENDLICH AUF ‼️‼️‼️

USER

Raus auf die Straßen USER
👉 Übersicht / Overview 👈",10.0,,,,"MessageMediaPhoto(photo=Photo(id=5276190585688012843, access_hash=-3310779037817378350, file_reference=b'\x02J\x85\xe3\xe2\x00\x00r#a\xbe\xefmZQ+\xceg\x97\xe9]\x11r\xe2\x89T\xf3\xad\xa6', date=datetime.datetime(2021, 11, 30, 22, 29, 29, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b""\x01&(\xc7\xa2\x8aP\x8c\xdfuI\xfa\n\x00\xd1\xd3@\x11;\x14\xdd\xcf\xa6j\xeb\x05q\xb4B\x00#\xa9^\x95\x9f\xa7\xcebc\x0b\r\xa7\xaf>\xb5}HA\xf7\xf3\x9e\xd9\xcdg-\xcdc\xb1\x8ft\x85&9\xc7\xe1E\x17n^\xe1\xf3\xd8\xe0QVd\xf7/ZD\xefl\x8c\x81\x06r3\x9fN\xfd)\xfe\\\xee<\xc0\xe9\xe5\xe3;\x8b\x1cc\x9foj];j\xda\xae\xf6*Y\xf8\x03\x8c\x8f\xf3\x9au\xba\xb0#\xcdl|\x9f0\xed\x9d\xc7\xfa\x1aVC\xbb [y\x17Q\x06o(\x12\x19\x88\xc9\xc69\x1f\xfdz\xb1\x0c{\x95$P66\x08\x07>\xb8\xa9\x81\x87w\xce\x18\xf4\x19\xe4\xe7<\x9c\xfbTq\xad\xba\x9c\xa1#\x08\x00*I\xe3\x9f\x7fZ,\x82\xed\x1458]&\xf3[h\x12t\x0b\xdb\x81EO\xaa*\xbc(c\x0c\xdbI\xe7\x93\x81\xcf\xf8QLB\xc1p\xabo\x1a\xed'#\x1f\xa5\x0fw\x96\x91v\xf0\xa5@\xfc\xf9\xa2\x8a\xca\xca\xe6\x97\x10^\x06nW\x81.?\x0ei\x15\xd1TB\x0bq\xf3g\x1d~c\xc5\x14S\xb2\x10\xcb\x99\xc3G0\x00\x8c\x8c\x7f\xe3\xc6\x8a(\xab\x8a\xd0L""), PhotoSize(type='m', w=320, h=302, size=24731), PhotoSize(type='x', w=800, h=756, size=78616), PhotoSizeProgressive(type='y', w=1080, h=1021, sizes=[16374, 38888, 53501, 79851, 110550])], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",4769.0,Demotermine1250288610292192021-12-01 09:27:50,MEIN KÖRPER - MEINE ENTSCHEIDUNG ! ! ️ Dieser kriminelle nicht bestrafte Kanzler will uns sagen was wir zutun haben ? ? ? ! ! ️NICHT MIT MIR ! ! ️ DEUTSCHLAND STEH ENDLICH AUF ! ! ️!!️!!️ USER Raus auf die Straßen USER 👉 Übersicht / Overview 👈,231,de
18149,21474,21474,24021,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",23374,,,2021-10-26 10:40:11,2021-10-26 10:39:37,"auch die tiroler sind in wien gelandet zur heutigen demo.!!!🇦🇹🇦🇹🇦🇹🇦🇹💙💙💙

Raus auf die Straßen USER
👉 Übersicht / Overview 👈",1.0,,"MessageReplies(replies=0, replies_pts=290292, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=6035179038525470295, access_hash=-8682916460055426430, file_reference=b'\x02J\x85\xe3\xe2\x00\x00[Na\x9fW*\xcf]\xea\x10\xc6\x05\x03*x$\xd2*jW\xfcd', date=datetime.datetime(2021, 10, 26, 9, 40, 38, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01\x1e([i\xda<#\xfc\xc8;\x9e\xa2\xad\xb4\xd0\xa8\x04\xb8\xc1\xac\xf4e\xd8~q\x9c\xf4\xa9m\xeeA\x1b%\xdap8&\x8b\x85\x8b\x06\xe2\x1c\x8c6W\xb9\xc1\xe2\xa3\x86h\x82\xed.s\x9e2)\xd2\xba\x15\xc4e\x01\xef\x8e\x7f\xcfj\xa6d\xd8~L7\xad\x1c\xcc|\xb7.H\x9e`\x00\x82\x17==h\xa8\xc5\xca\xbe\x0e\xf0y\xfc\xa8\xa4\xdb\x0b\x19\xb0\xe5\xa4\xc3\xe7\xe5\x15 \xb5\xdf\x01}\xc7+\xd0c\xaf?\xfdzd`\xe4\x92s\x93S+\x11\xc0\xfet\xc4\x11\xc2v\xbf\x18\xc8\xc6M@\xa3\xcb\x97\x8f\x98/\xadX21\x1dj,\x00s\xdc\xd0;\x90<\xa4\xc8\xd8\xf9Cu\x02\x8aF\x00\xcf\x8e\xc6\x8a\x04\x7f'), PhotoSize(type='m', w=320, h=240, size=29219), PhotoSize(type='x', w=800, h=600, size=139362), PhotoSizeProgressive(type='y', w=1280, h=960, sizes=[17227, 22752, 97635, 155244, 257467])], dc_id=4, has_stickers=False, video_sizes=[]), ttl_seconds=None)",1653.0,Demotermine1250288610233742021-10-26 10:39:37,auch die tiroler sind in wien gelandet zur heutigen demo . ! ! ! 🇦 🇹 🇦 🇹 🇦 🇹 🇦 🇹 💙 💙 💙 Raus auf die Straßen USER 👉 Übersicht / Overview 👈,123,de
11035,13028,13028,14821,Demotermine,1250288610,"🔊 Wir Demokraten wollen miteinander in Kontakt bleiben @DemotermineChat und uns im Bedarfsfall möglichst schnell austauschen, Beweise in Wort, Bild und Ton sichern, damit sie nicht unterschlagen werden können @LivestreamsFuerDich!

@Terminverteiler_Bot",13204,,,2021-07-30 16:22:39,2021-07-30 16:23:27,"Wir starten in den August - am Montag 2.8. - wie immer zum Freigang um 18:30 in 74336 Brackenheim.

Berlin ist überall und Wahlkampf ist die Blendgranate auf dem Highway zur Autokratie! UNS REICHT'S!

USER

02082021

Raus auf die Straße USER",1.0,,"MessageReplies(replies=0, replies_pts=290296, comments=True, recent_repliers=[], channel_id=1390786296, max_id=None, read_max_id=None)",,"MessageMediaPhoto(photo=Photo(id=5190632492099548430, access_hash=-3998932117722420481, file_reference=b'\x02J\x85\xe3\xe2\x00\x003\x94a\x9fW\x8d\xd8\xe2\xa3T\xea`i\x1d\x88\x9b\xb1\x8d\xd6l{\xc3', date=datetime.datetime(2021, 7, 28, 14, 2, 7, tzinfo=datetime.timezone.utc), sizes=[PhotoStrippedSize(type='i', bytes=b'\x01\x1c(\xcf\x11\t@!\x86\xe3\xd4\x1ax\x81\xfeC\x8f\x90\xf4\xf7\xa8b\x1c\xee<(\xebZ\x16w\x0f\xb8\x83\x87\x89\xba\xa9\xea\xb4\r_\xa1T\xf3 B\xb9\xf4\xf6\xa8\x18\x15\x90\xf2\x0e\x0fZ\xbfv\x0b!a\xcbz\xf7\xaa\xaaR@\x11\xbeV\xec\xdf\xe3J\xe5J<\xae\xc4*9\xcfaE9\xf8\xf9{\n)\x90:^\x08\x03\xee\xf6\xa7BB\xc9\x95\'\x81\xde\x93\x1b\xf7\x13\xda\x9a\x0e\x14c\xb9\xe6\x81\xdc\xb4\xd36A\x0c\x07\xb7\x15\x00E\xfb\xd9\xe3\xea(<\x90\x0fCLn8\xc0\xc0\xa2\xc1+\xbd\xc7\x94W\x04\x823\xfd\xdc\x8a*""\xddx\x14P#'), PhotoSize(type='m', w=320, h=226, size=17663), PhotoSize(type='x', w=800, h=564, size=72541), PhotoSizeProgressive(type='y', w=1240, h=874, sizes=[12628, 28942, 42055, 60979, 104636])], dc_id=2, has_stickers=False, video_sizes=[]), ttl_seconds=None)",2890.0,Demotermine1250288610132042021-07-30 16:23:27,Wir starten in den August - am Montag 2.8. - wie immer zum Freigang um 18:30 in 74336 Brackenheim . Berlin ist überall und Wahlkampf ist die Blendgranate auf dem Highway zur Autokratie ! UNS REICHT'S ! USER 02082021 Raus auf die Straße USER,241,de
